frequency_hz,gain,gain_db
4939.2006,0.33,-9.6297
4965.4659,0.32871,-9.6637
4991.8708,0.33019,-9.6248
5018.4161,0.34195,-9.3208
5045.1026,0.31833,-9.9424
5071.931,0.31038,-10.162
5098.902,0.30285,-10.3755
5126.0165,0.30762,-10.2398
5153.2752,0.31289,-10.0922
5180.6788,0.32947,-9.6437
5208.2281,0.30466,-10.3237
5235.924,0.31039,-10.1617
5263.7671,0.30632,-10.2764
5291.7583,0.31671,-9.9867
5319.8983,0.32845,-9.6707
5348.188,0.29623,-10.5675
5376.6281,0.29501,-10.6032
5405.2195,0.30872,-10.2086
5433.9629,0.30349,-10.3571
5462.8591,0.31353,-10.0744
5491.909,0.29931,-10.4776
5521.1134,0.28829,-10.8034
5550.4731,0.29621,-10.568
5579.9889,0.29982,-10.4627
5609.6616,0.29538,-10.5924
5639.4922,0.2907,-10.7312
5669.4814,0.29475,-10.611
5699.63,0.29424,-10.626
5729.939,0.29484,-10.6082
5760.4092,0.28599,-10.873
5791.0414,0.27632,-11.1716
5821.8364,0.27796,-11.1203
5852.7953,0.28707,-10.8403
5883.9188,0.26535,-11.5237
5915.2077,0.27573,-11.1903
5946.6631,0.26664,-11.4814
5978.2857,0.2694,-11.3919
6010.0765,0.28045,-11.0429
6042.0364,0.26813,-11.433
6074.1661,0.26525,-11.5269
6106.4668,0.24976,-12.0495
6138.9392,0.2694,-11.392
6171.5843,0.26698,-11.4703
6204.403,0.28076,-11.0334
6237.3962,0.25465,-11.8811
6270.5649,0.25853,-11.7497
6303.9099,0.25745,-11.786
6337.4323,0.26936,-11.3933
6371.1329,0.25127,-11.9972
6405.0128,0.25366,-11.9151
6439.0728,0.25559,-11.849
6473.3139,0.25004,-12.0399
6507.7371,0.24237,-12.3103
6542.3434,0.24745,-12.1302
6577.1337,0.25493,-11.8717
6612.1089,0.23261,-12.6674
6647.2702,0.2429,-12.2915
6682.6185,0.23327,-12.6428
6718.1547,0.25093,-12.0089
6753.8799,0.22246,-13.0548
6789.7951,0.23083,-12.7342
6825.9012,0.23892,-12.435
6862.1994,0.24954,-12.0572
6898.6906,0.23197,-12.6913
6935.3758,0.22583,-12.9245
6972.2561,0.24895,-12.0778
7009.3326,0.21442,-13.3747
7046.6062,0.20568,-13.736
7084.078,0.23085,-12.7334
7121.7491,0.22021,-13.1431
7159.6205,0.21381,-13.3993
7197.6932,0.22991,-12.769
7235.9685,0.22407,-12.9925
7274.4473,0.2148,-13.3594
7313.1307,0.20645,-13.7036
7352.0198,0.22681,-12.8869
7391.1157,0.22341,-13.0178
7430.4195,0.21476,-13.3611
7469.9323,0.23306,-12.6507
7509.6553,0.20274,-13.8612
7549.5894,0.19704,-14.1088
7589.736,0.20424,-13.7972
7630.096,0.20957,-13.5733
7670.6706,0.21134,-13.5005
7711.461,0.20537,-13.7492
7752.4683,0.21019,-13.5477
7793.6937,0.19305,-14.2867
7835.1383,0.2189,-13.1951
7876.8033,0.20255,-13.8695
7918.6899,0.21345,-13.414
7960.7991,0.20462,-13.7809
8003.1324,0.20469,-13.7782
8045.6907,0.20475,-13.7757
8088.4754,0.20246,-13.8732
8131.4875,0.20335,-13.8351
8174.7284,0.20916,-13.5904
8218.1993,0.19679,-14.1201
8261.9013,0.20087,-13.9417
8305.8357,0.19185,-14.3409
8350.0037,0.20611,-13.7179
8394.4066,0.18392,-14.7073
8439.0456,0.20768,-13.6522
8483.922,0.18825,-14.5052
8529.037,0.17334,-15.2222
8574.392,0.18792,-14.5204
8619.9881,0.17883,-14.951
8665.8267,0.19306,-14.2862
8711.9091,0.17714,-15.0337
8758.2365,0.17822,-14.9808
8804.8102,0.16281,-15.7662
8851.6317,0.17621,-15.0792
8898.7021,0.15553,-16.1636
8946.0228,0.16297,-15.7577
8993.5951,0.18546,-14.635
9041.4205,0.18476,-14.6676
9089.5001,0.18022,-14.8841
9137.8355,0.16535,-15.6318
9186.4278,0.17361,-15.2085
9235.2786,0.17312,-15.2329
9284.3891,0.16065,-15.8823
9333.7608,0.18635,-14.5934
9383.395,0.17917,-14.9345
9433.2932,0.16728,-15.531
9483.4567,0.16886,-15.4497
9533.887,0.16977,-15.4027
9584.5854,0.14638,-16.6906
9635.5535,0.16343,-15.7333
9686.7926,0.1582,-16.016
9738.3041,0.15412,-16.2427
9790.0896,0.16045,-15.8931
9842.1505,0.18037,-14.8768
9894.4882,0.16793,-15.4972
9947.1042,0.15495,-16.196
10000.0,0.16553,-15.6223
