frequency_hz,gain,gain_db
4991.8708,0.31314,-10.0853
5018.4161,0.31856,-9.9362
5045.1026,0.29839,-10.5044
5071.931,0.30784,-10.2335
5098.902,0.28089,-11.0294
5126.0165,0.29442,-10.6207
5153.2752,0.29847,-10.5021
5180.6788,0.2882,-10.8061
5208.2281,0.28646,-10.8587
5235.924,0.28768,-10.8218
5263.7671,0.29582,-10.5795
5291.7583,0.28957,-10.7649
5319.8983,0.26761,-11.4499
5348.188,0.26735,-11.4585
5376.6281,0.28105,-11.0244
5405.2195,0.29027,-10.7441
5433.9629,0.25679,-11.8084
5462.8591,0.27785,-11.1238
5491.909,0.27618,-11.1763
5521.1134,0.29392,-10.6355
5550.4731,0.27478,-11.2201
5579.9889,0.28107,-11.0236
5609.6616,0.27727,-11.142
5639.4922,0.25317,-11.9317
5669.4814,0.28079,-11.0325
5699.63,0.27389,-11.2485
5729.939,0.27546,-11.1989
5760.4092,0.30828,-10.2211
5791.0414,0.24683,-12.1521
5821.8364,0.28357,-10.9467
5852.7953,0.26211,-11.6302
5883.9188,0.26653,-11.4851
5915.2077,0.26188,-11.6381
5946.6631,0.25677,-11.8091
5978.2857,0.254,-11.9033
6010.0765,0.26169,-11.6444
6042.0364,0.24192,-12.3267
6074.1661,0.2633,-11.591
6106.4668,0.25034,-12.0293
6138.9392,0.24192,-12.3266
6171.5843,0.24744,-12.1306
6204.403,0.26324,-11.5929
6237.3962,0.24405,-12.2505
6270.5649,0.25173,-11.9814
6303.9099,0.23958,-12.4111
6337.4323,0.25322,-11.9301
6371.1329,0.25125,-11.9979
6405.0128,0.26164,-11.6458
6439.0728,0.24017,-12.3897
6473.3139,0.24739,-12.1325
6507.7371,0.24046,-12.3792
6542.3434,0.25122,-11.9989
6577.1337,0.22987,-12.7705
6612.1089,0.2433,-12.2772
6647.2702,0.23271,-12.6639
6682.6185,0.23282,-12.6597
6718.1547,0.23319,-12.6458
6753.8799,0.23361,-12.63
6789.7951,0.22875,-12.8127
6825.9012,0.23089,-12.7318
6862.1994,0.24336,-12.275
6898.6906,0.23628,-12.5316
6935.3758,0.23396,-12.6172
6972.2561,0.21956,-13.1688
7009.3326,0.21408,-13.3883
7046.6062,0.23139,-12.7131
7084.078,0.22947,-12.7856
7121.7491,0.23431,-12.6043
7159.6205,0.21242,-13.4562
7197.6932,0.21505,-13.3494
7235.9685,0.19984,-13.9866
7274.4473,0.2112,-13.5061
7313.1307,0.22399,-12.9954
7352.0198,0.20826,-13.6277
7391.1157,0.21824,-13.2212
7430.4195,0.20885,-13.6033
7469.9323,0.21292,-13.4359
7509.6553,0.19712,-14.1052
7549.5894,0.20838,-13.6227
7589.736,0.17656,-15.0624
7630.096,0.20354,-13.827
7670.6706,0.18805,-14.5146
7711.461,0.21537,-13.3365
7752.4683,0.21004,-13.5541
7793.6937,0.20589,-13.7273
7835.1383,0.2154,-13.3351
7876.8033,0.18967,-14.44
7918.6899,0.21561,-13.3266
7960.7991,0.20644,-13.7041
8003.1324,0.19374,-14.2557
8045.6907,0.20645,-13.7036
8088.4754,0.18303,-14.7496
8131.4875,0.18485,-14.6637
8174.7284,0.18601,-14.6092
8218.1993,0.18582,-14.6182
8261.9013,0.17956,-14.9159
8305.8357,0.20138,-13.9199
8350.0037,0.18558,-14.6293
8394.4066,0.19072,-14.3919
8439.0456,0.18053,-14.869
8483.922,0.16707,-15.5422
8529.037,0.18702,-14.5624
8574.392,0.16424,-15.6903
8619.9881,0.18173,-14.8113
8665.8267,0.16779,-15.5045
8711.9091,0.20041,-13.9615
8758.2365,0.18872,-14.4836
8804.8102,0.17974,-14.9073
8851.6317,0.19039,-14.407
8898.7021,0.16837,-15.4746
8946.0228,0.18136,-14.8294
8993.5951,0.17701,-15.0401
9041.4205,0.17675,-15.053
9089.5001,0.18593,-14.6131
9137.8355,0.17963,-14.9123
9186.4278,0.1743,-15.1739
9235.2786,0.15398,-16.2508
9284.3891,0.16004,-15.9152
9333.7608,0.16754,-15.5177
9383.395,0.16882,-15.4513
9433.2932,0.15572,-16.1532
9483.4567,0.19027,-14.4125
9533.887,0.18046,-14.8725
9584.5854,0.17046,-15.3677
9635.5535,0.1643,-15.6871
9686.7926,0.16061,-15.8844
9738.3041,0.15237,-16.342
9790.0896,0.16182,-15.8192
9842.1505,0.16279,-15.7674
9894.4882,0.14696,-16.6558
9947.1042,0.16189,-15.8153
10000.0,0.15618,-16.1277
