frequency_hz,gain,gain_db
4991.8708,0.30704,-10.2561
5018.4161,0.31412,-10.0582
5045.1026,0.28877,-10.7889
5071.931,0.30278,-10.3775
5098.902,0.28876,-10.7893
5126.0165,0.2835,-10.949
5153.2752,0.28942,-10.7695
5180.6788,0.30728,-10.2493
5208.2281,0.30342,-10.3592
5235.924,0.29491,-10.6063
5263.7671,0.27572,-11.1907
5291.7583,0.28765,-10.8226
5319.8983,0.29121,-10.7158
5348.188,0.28854,-10.796
5376.6281,0.26693,-11.472
5405.2195,0.27506,-11.2113
5433.9629,0.28193,-10.9972
5462.8591,0.28654,-10.8563
5491.909,0.25783,-11.7733
5521.1134,0.27679,-11.157
5550.4731,0.27847,-11.1045
5579.9889,0.28416,-10.9286
5609.6616,0.28123,-11.0187
5639.4922,0.27877,-11.095
5669.4814,0.2636,-11.5812
5699.63,0.25117,-12.0006
5729.939,0.26498,-11.5357
5760.4092,0.27759,-11.1318
5791.0414,0.28018,-11.0511
5821.8364,0.27203,-11.3076
5852.7953,0.2679,-11.4404
5883.9188,0.2661,-11.4992
5915.2077,0.25543,-11.8544
5946.6631,0.25839,-11.7543
5978.2857,0.27509,-11.2104
6010.0765,0.24769,-12.1219
6042.0364,0.27198,-11.3093
6074.1661,0.25133,-11.995
6106.4668,0.26654,-11.4849
6138.9392,0.23795,-12.4704
6171.5843,0.25661,-11.8144
6204.403,0.24213,-12.3189
6237.3962,0.2341,-12.612
6270.5649,0.24919,-12.0692
6303.9099,0.25587,-11.8398
6337.4323,0.23609,-12.5385
6371.1329,0.22832,-12.8291
6405.0128,0.24117,-12.3535
6439.0728,0.24,-12.3958
6473.3139,0.24515,-12.2115
6507.7371,0.24795,-12.1126
6542.3434,0.23666,-12.5173
6577.1337,0.25462,-11.8822
6612.1089,0.23712,-12.5007
6647.2702,0.23023,-12.7568
6682.6185,0.2164,-13.2949
6718.1547,0.22872,-12.8141
6753.8799,0.22681,-12.8867
6789.7951,0.23862,-12.446
6825.9012,0.23248,-12.6723
6862.1994,0.21491,-13.3548
6898.6906,0.22728,-12.8687
6935.3758,0.23113,-12.7228
6972.2561,0.23856,-12.448
7009.3326,0.23103,-12.7268
7046.6062,0.22863,-12.8172
7084.078,0.22051,-13.1316
7121.7491,0.22267,-13.0466
7159.6205,0.23018,-12.7588
7197.6932,0.20325,-13.8394
7235.9685,0.21198,-13.474
7274.4473,0.20666,-13.695
7313.1307,0.21709,-13.2674
7352.0198,0.22451,-12.9752
7391.1157,0.20516,-13.7581
7430.4195,0.18615,-14.6025
7469.9323,0.20487,-13.7706
7509.6553,0.21706,-13.2684
7549.5894,0.21224,-13.4634
7589.736,0.21009,-13.5517
7630.096,0.20196,-13.8946
7670.6706,0.19093,-14.3826
7711.461,0.20783,-13.6457
7752.4683,0.1933,-14.2752
7793.6937,0.22246,-13.0551
7835.1383,0.2053,-13.7524
7876.8033,0.19277,-14.2994
7918.6899,0.19144,-14.3592
7960.7991,0.19562,-14.1718
8003.1324,0.19315,-14.2822
8045.6907,0.20571,-13.7349
8088.4754,0.19541,-14.181
8131.4875,0.18524,-14.6453
8174.7284,0.21047,-13.536
8218.1993,0.19108,-14.3756
8261.9013,0.1973,-14.0975
8305.8357,0.18256,-14.772
8350.0037,0.1913,-14.3655
8394.4066,0.18982,-14.4331
8439.0456,0.16686,-15.5532
8483.922,0.20495,-13.767
8529.037,0.19676,-14.1214
8574.392,0.17893,-14.9462
8619.9881,0.17094,-15.343
8665.8267,0.18451,-14.6798
8711.9091,0.18097,-14.848
8758.2365,0.18273,-14.7638
8804.8102,0.18017,-14.8864
8851.6317,0.1824,-14.7796
8898.7021,0.1909,-14.3841
8946.0228,0.1812,-14.8371
8993.5951,0.16411,-15.6971
9041.4205,0.18734,-14.5475
9089.5001,0.18922,-14.4605
9137.8355,0.20345,-13.831
9186.4278,0.1598,-15.9282
9235.2786,0.17259,-15.2599
9284.3891,0.14846,-16.5679
9333.7608,0.17394,-15.1921
9383.395,0.16206,-15.8067
9433.2932,0.18591,-14.6141
9483.4567,0.15807,-16.0232
9533.887,0.14806,-16.591
9584.5854,0.15939,-15.9507
9635.5535,0.1435,-16.8629
9686.7926,0.16992,-15.395
9738.3041,0.14092,-17.0205
9790.0896,0.16102,-15.8623
9842.1505,0.13913,-17.1318
9894.4882,0.15588,-16.1445
9947.1042,0.17469,-15.1547
10000.0,0.16104,-15.8612
